,state,county,cofips,race,sex,renters,variance
20370,ND,TOWNER,38095,other,male,16.9411223551058,80.840546806406
20371,ND,TOWNER,38095,white,female,142.915254237288,317.775959850293
20372,ND,TOWNER,38095,white,male,140.425269645609,306.829483378437
20373,ND,TRAILL,38097,asian,female,0.0,206.418205264614
20374,ND,TRAILL,38097,asian,male,0.0,260.659578467693
20375,ND,TRAILL,38097,black,female,19.5691554467564,156.848595828552
20376,ND,TRAILL,38097,black,male,21.96817625459,197.570290229483
20377,ND,TRAILL,38097,hisp,female,8.73972602739726,73.0890158385539
20378,ND,TRAILL,38097,hisp,male,10.2842465753425,101.170643035328
20379,ND,TRAILL,38097,other,female,23.376264949402,279.692820823107
20380,ND,TRAILL,38097,other,male,17.5252989880405,157.324467626248
20381,ND,TRAILL,38097,white,female,595.480225988701,1544.02939500871
20382,ND,TRAILL,38097,white,male,585.105290190036,1491.21902942867
20383,ND,WALSH,38099,asian,female,21.3540489642185,314.591677309968
20384,ND,WALSH,38099,asian,male,23.9962335216573,397.129639750774
20385,ND,WALSH,38099,black,female,0.0,87.7268565954524
20386,ND,WALSH,38099,black,male,0.0,110.554496412402
20387,ND,WALSH,38099,hisp,female,84.2191780821918,578.771377005803
20388,ND,WALSH,38099,hisp,male,99.1027397260274,798.234091771597
20389,ND,WALSH,38099,other,female,62.3367065317387,599.616979490686
20390,ND,WALSH,38099,other,male,46.7341306347746,337.880018140068
20391,ND,WALSH,38099,white,female,805.387005649718,3080.32305307275
20392,ND,WALSH,38099,white,male,791.354904982024,2974.88013151853
20393,ND,WARD,38101,asian,female,93.0674846625767,65.7081433457337
20394,ND,WARD,38101,asian,male,109.865030674847,82.5654208395006
20395,ND,WARD,38101,black,female,360.579250720461,2648.61021173738
20396,ND,WARD,38101,black,male,1084.31700288184,22828.6104816084
20397,ND,WARD,38101,hisp,female,667.361788617886,13557.2656363535
20398,ND,WARD,38101,hisp,male,769.00406504065,17949.2041591631
20399,ND,WARD,38101,other,female,724.930673642904,13861.1260882776
20400,ND,WARD,38101,other,male,732.116742969261,14135.2063086579
20401,ND,WARD,38101,white,female,6235.17201889584,44988.2854545316
20402,ND,WARD,38101,white,male,7580.11642887818,65826.5261991248
20403,ND,WELLS,38103,asian,female,0.0,57.5926069933685
20404,ND,WELLS,38103,asian,male,0.0,275.223512922338
20405,ND,WELLS,38103,black,female,0.0,8.25912094496615
20406,ND,WELLS,38103,black,male,0.0,72.9094976836458
20407,ND,WELLS,38103,hisp,female,0.0,54.9814765199878
20408,ND,WELLS,38103,hisp,male,0.0,50.304413299951
20409,ND,WELLS,38103,other,female,0.0,105.555134701663
20410,ND,WELLS,38103,other,male,0.0,68.3761658909712
20411,ND,WELLS,38103,white,female,280.340896469655,1192.30488140641
20412,ND,WELLS,38103,white,male,267.081316937723,1082.58265075851
20413,ND,WILLIAMS,38105,asian,female,18.8650306748466,455.137666740534
20414,ND,WILLIAMS,38105,asian,male,22.2699386503067,633.887870581542
20415,ND,WILLIAMS,38105,black,female,133.622478386167,3823.12563237396
20416,ND,WILLIAMS,38105,black,male,401.823246878002,34418.2325524504
20417,ND,WILLIAMS,38105,hisp,female,300.211382113821,7175.64959753746
20418,ND,WILLIAMS,38105,hisp,male,345.934959349594,9517.30390644363
20419,ND,WILLIAMS,38105,other,female,342.259646827992,7856.71611953856
20420,ND,WILLIAMS,38105,other,male,345.652387181164,8012.78675483132
20421,ND,WILLIAMS,38105,white,female,2600.4335067042,30963.89455558
20422,ND,WILLIAMS,38105,white,male,3161.3544400439,45647.2253559506
20423,OH,ADAMS,39001,asian,female,0.0,2409.69949851308
20424,OH,ADAMS,39001,asian,male,0.0,314.227789543757
20425,OH,ADAMS,39001,black,female,9.42345276872964,294.987572454525
20426,OH,ADAMS,39001,black,male,12.5765472312704,525.269045932038
20427,OH,ADAMS,39001,hisp,female,6.7027027027027,214.416680164668
20428,OH,ADAMS,39001,hisp,male,9.25405405405406,408.564690181358
20429,OH,ADAMS,39001,other,female,100.141176470588,460.409523631316
20430,OH,ADAMS,39001,other,male,156.172549019608,1067.68200388931
20431,OH,ADAMS,39001,white,female,2963.15053602219,25833.3236584257
20432,OH,ADAMS,39001,white,male,2525.86438263738,18862.1976880178
20433,OH,ALLEN,39003,asian,female,108.0,107.483299370958
20434,OH,ALLEN,39003,asian,male,52.0,51.8802161779038
20435,OH,ALLEN,39003,black,female,2538.0,2252.65207761141
20436,OH,ALLEN,39003,black,male,2273.0,2044.12921945601
20437,OH,ALLEN,39003,hisp,female,401.0,393.876716576593
20438,OH,ALLEN,39003,hisp,male,565.0,550.858731283778
20439,OH,ALLEN,39003,other,female,364.0,358.130592717285
20440,OH,ALLEN,39003,other,male,469.0,459.25600248073
20441,OH,ALLEN,39003,white,female,8241.0,5232.49105165234
20442,OH,ALLEN,39003,white,male,7563.0,5029.157127669
20443,OH,ASHLAND,39005,asian,female,98.0571428571429,14349.5668551366
20444,OH,ASHLAND,39005,asian,male,22.6285714285714,780.590047471952
20445,OH,ASHLAND,39005,black,female,28.7815533980583,311.682151857584
20446,OH,ASHLAND,39005,black,male,28.3058252427185,301.575051136989
20447,OH,ASHLAND,39005,hisp,female,76.1676646706587,959.400574963723
20448,OH,ASHLAND,39005,hisp,male,60.6467065868264,610.013450825894
20449,OH,ASHLAND,39005,other,female,47.6521739130435,547.117669675973
20450,OH,ASHLAND,39005,other,male,102.260869565217,2478.85392486399
20451,OH,ASHLAND,39005,white,female,5139.49296758976,31795.3071272029
20452,OH,ASHLAND,39005,white,male,4541.91115576134,25086.0238140726
20453,OH,ASHTABULA,39007,asian,female,100.0,99.476220406453
20454,OH,ASHTABULA,39007,asian,male,56.0,55.8357427194637
20455,OH,ASHTABULA,39007,black,female,331.0,325.261418395139
20456,OH,ASHTABULA,39007,black,male,570.0,552.982401005657
20457,OH,ASHTABULA,39007,hisp,female,513.0,499.215744814582
20458,OH,ASHTABULA,39007,hisp,male,559.0,542.632882882883
20459,OH,ASHTABULA,39007,other,female,257.0,253.540488162581
20460,OH,ASHTABULA,39007,other,male,225.0,222.348365807668
20461,OH,ASHTABULA,39007,white,female,9244.0,4768.22292059501
20462,OH,ASHTABULA,39007,white,male,7237.0,4493.74790488163
20463,OH,ATHENS,39009,asian,female,405.0,10410.5667502861
20464,OH,ATHENS,39009,asian,male,751.0,35155.2045586228
20465,OH,ATHENS,39009,black,female,335.306878306878,2683.80967568112
20466,OH,ATHENS,39009,black,male,297.677248677249,2137.6801935196
20467,OH,ATHENS,39009,hisp,female,219.388888888889,3780.99504895447
20468,OH,ATHENS,39009,hisp,male,125.277777777778,1265.73302513604
20469,OH,ATHENS,39009,other,female,374.310185185185,1266.3036026444
20470,OH,ATHENS,39009,other,male,284.347222222222,785.650486961253
20471,OH,ATHENS,39009,white,female,7947.76315789474,25455.9607077072
20472,OH,ATHENS,39009,white,male,7839.72274703854,24837.5240181558
20473,OH,AUGLAIZE,39011,asian,female,44.2378378378378,419.62620402816
20474,OH,AUGLAIZE,39011,asian,male,33.2972972972973,241.651914651212
20475,OH,AUGLAIZE,39011,black,female,35.2117647058824,259.54306832649
20476,OH,AUGLAIZE,39011,black,male,51.6117647058824,546.015947563165
20477,OH,AUGLAIZE,39011,hisp,female,46.6346153846154,440.919026332496
20478,OH,AUGLAIZE,39011,hisp,male,121.25,2908.23569493075
20479,OH,AUGLAIZE,39011,other,female,35.9245283018868,160.518062148223
20480,OH,AUGLAIZE,39011,other,male,76.0754716981132,674.912717033323
20481,OH,AUGLAIZE,39011,white,female,3552.20788121074,17708.0891126037
20482,OH,AUGLAIZE,39011,white,male,3292.89025318865,15313.9613389212
20483,OH,BELMONT,39013,asian,female,25.2,6116.17157670505
20484,OH,BELMONT,39013,asian,male,15.4,2288.31802710281
20485,OH,BELMONT,39013,black,female,318.804347826087,4620.52357479845
20486,OH,BELMONT,39013,black,male,375.581884057971,6392.55427954115
20487,OH,BELMONT,39013,hisp,female,60.6777251184834,1101.20870177798
20488,OH,BELMONT,39013,hisp,male,25.1658767772512,193.54245195036
20489,OH,BELMONT,39013,other,female,65.3097345132743,1733.42343645178
20490,OH,BELMONT,39013,other,male,103.805309734513,4362.88719167344
20491,OH,BELMONT,39013,white,female,5981.05073673514,26717.7565408402
20492,OH,BELMONT,39013,white,male,4682.97611961966,16867.8681749469
20493,OH,BROWN,39015,asian,female,47.9090909090909,25821.8467962504
20494,OH,BROWN,39015,asian,male,30.1363636363636,10225.8679787083
20495,OH,BROWN,39015,black,female,34.96,168.760562095738
20496,OH,BROWN,39015,black,male,54.34,396.278200365755
20497,OH,BROWN,39015,hisp,female,19.8,1502.09879280392
20498,OH,BROWN,39015,hisp,male,23.65,2141.77602075189
20499,OH,BROWN,39015,other,female,119.879069767442,2480.07186563848
20500,OH,BROWN,39015,other,male,48.7720930232558,423.693219215027
20501,OH,BROWN,39015,white,female,3775.34164859002,21993.7730443906
20502,OH,BROWN,39015,white,male,3408.94522776573,18078.1612659323
20503,OH,BUTLER,39017,asian,female,1171.0,1152.81608688494
20504,OH,BUTLER,39017,asian,male,1064.0,1047.70972316028
20505,OH,BUTLER,39017,black,female,5988.0,5493.129381998
20506,OH,BUTLER,39017,black,male,4866.0,4531.44848813157
20507,OH,BUTLER,39017,hisp,female,2252.0,2169.70005399357
20508,OH,BUTLER,39017,hisp,male,2559.0,2460.05712304923
20509,OH,BUTLER,39017,other,female,974.0,959.970241758655
20510,OH,BUTLER,39017,other,male,569.0,564.7406120272
20511,OH,BUTLER,39017,white,female,30754.0,18558.9949981833
20512,OH,BUTLER,39017,white,male,28113.0,17967.6695900976
20513,OH,CARROLL,39019,asian,female,9.35,368.764617882534
20514,OH,CARROLL,39019,asian,male,15.675,1033.51672556259
20515,OH,CARROLL,39019,black,female,13.7704918032787,260.108326867254
20516,OH,CARROLL,39019,black,male,13.155737704918,237.417203067716
20517,OH,CARROLL,39019,hisp,female,62.2702702702703,2246.99939684631
20518,OH,CARROLL,39019,hisp,male,15.9135135135135,150.84680621121
20519,OH,CARROLL,39019,other,female,44.987987987988,1399.37522085827
20520,OH,CARROLL,39019,other,male,30.4894894894895,644.843934881085
20521,OH,CARROLL,39019,white,female,1989.56730224655,17574.4891623993
20522,OH,CARROLL,39019,white,male,1766.66226165754,13896.6388713774
20523,OH,CHAMPAIGN,39021,asian,female,35.6891891891892,1333.9320640836
20524,OH,CHAMPAIGN,39021,asian,male,58.5405405405405,3579.37890820121
20525,OH,CHAMPAIGN,39021,black,female,28.8723404255319,220.0640881983
20526,OH,CHAMPAIGN,39021,black,male,81.3446808510638,1709.68528978307
20527,OH,CHAMPAIGN,39021,hisp,female,48.0788177339902,357.980257251784
20528,OH,CHAMPAIGN,39021,hisp,male,61.3004926108374,576.876060800613
20529,OH,CHAMPAIGN,39021,other,female,195.631578947368,4088.01614055751
20530,OH,CHAMPAIGN,39021,other,male,82.4210526315789,748.215977524703
20531,OH,CHAMPAIGN,39021,white,female,3281.57661185069,19952.3204428864
20532,OH,CHAMPAIGN,39021,white,male,2930.97233098408,16020.32663804
20533,OH,CLARK,39023,asian,female,65.0,64.8663270794444
20534,OH,CLARK,39023,asian,male,57.0,56.8972063150568
20535,OH,CLARK,39023,black,female,2048.0,1915.29825671528
20536,OH,CLARK,39023,black,male,1884.0,1771.70031954947
20537,OH,CLARK,39023,hisp,female,683.0,668.240959281172
20538,OH,CLARK,39023,hisp,male,715.0,698.825576612776
20539,OH,CLARK,39023,other,female,764.0,745.532698452874
20540,OH,CLARK,39023,other,male,335.0,331.449362482994
20541,OH,CLARK,39023,white,female,13451.0,7726.65409561173
20542,OH,CLARK,39023,white,male,11605.0,7344.04435726263
20543,OH,CLERMONT,39025,asian,female,186.090909090909,13946.5284447871
20544,OH,CLERMONT,39025,asian,male,300.863636363636,5740.10820883023
20545,OH,CLERMONT,39025,black,female,249.04,564.62933785203
20546,OH,CLERMONT,39025,black,male,356.66,1138.49455703716
20547,OH,CLERMONT,39025,hisp,female,395.2,893.084041667444
20548,OH,CLERMONT,39025,hisp,male,502.35,1214.97551712818
20549,OH,CLERMONT,39025,other,female,267.120930232558,3189.00443250205
20550,OH,CLERMONT,39025,other,male,239.227906976744,705.902790977195
20551,OH,CLERMONT,39025,white,female,17200.65835141,37884.5169692736
20552,OH,CLERMONT,39025,white,male,14656.0547722343,32097.0528169819
20553,OH,CLINTON,39027,asian,female,11.6756756756757,3881.83609465484
20554,OH,CLINTON,39027,asian,male,4.21621621621622,506.633034326804
20555,OH,CLINTON,39027,black,female,167.052117263844,716.212417007605
20556,OH,CLINTON,39027,black,male,222.947882736156,1228.30489659969
20557,OH,CLINTON,39027,hisp,female,107.243243243243,1265.77825021841
20558,OH,CLINTON,39027,hisp,male,148.064864864865,2373.80738082047
20559,OH,CLINTON,39027,other,female,25.6941176470588,784.967306384984
20560,OH,CLINTON,39027,other,male,40.0705882352941,1905.70136795317
20561,OH,CLINTON,39027,white,female,4912.18442162081,22569.1313161183
20562,OH,CLINTON,39027,white,male,4187.27011020316,16649.3537266529
20563,OH,COLUMBIANA,39029,asian,female,18.0,17.9832332850342
20564,OH,COLUMBIANA,39029,asian,male,27.0,26.9622748913269
20565,OH,COLUMBIANA,39029,black,female,358.0,351.367625750362
20566,OH,COLUMBIANA,39029,black,male,360.0,353.293314013662
20567,OH,COLUMBIANA,39029,hisp,female,119.0,118.267180707928
20568,OH,COLUMBIANA,39029,hisp,male,343.0,336.911767749948
20569,OH,COLUMBIANA,39029,other,female,129.0,128.138842889671
20570,OH,COLUMBIANA,39029,other,male,127.0,126.165338439247
20571,OH,COLUMBIANA,39029,white,female,9814.0,4829.8043883254
20572,OH,COLUMBIANA,39029,white,male,8029.0,4693.00119022977
20573,OH,COSHOCTON,39031,asian,female,11.6,1872.17852850245
20574,OH,COSHOCTON,39031,asian,male,2.0,56.3154140458517
20575,OH,COSHOCTON,39031,black,female,67.5971223021583,395.621505906012
20576,OH,COSHOCTON,39031,black,male,146.043165467626,1775.93659894051
20577,OH,COSHOCTON,39031,hisp,female,2.19858156028369,561.954407117151
20578,OH,COSHOCTON,39031,hisp,male,0.453900709219858,23.9568807171151
20579,OH,COSHOCTON,39031,other,female,52.6166007905138,1471.61765888275
20580,OH,COSHOCTON,39031,other,male,25.802371541502,357.216605718334
20581,OH,COSHOCTON,39031,white,female,3149.94184136798,16901.6092270398
20582,OH,COSHOCTON,39031,white,male,2851.55086465076,13941.1897846412
20583,OH,CRAWFORD,39033,asian,female,28.3888888888889,120.043357500485
20584,OH,CRAWFORD,39033,asian,male,47.8333333333333,328.0613992054
20585,OH,CRAWFORD,39033,black,female,29.58,587.577437943544
20586,OH,CRAWFORD,39033,black,male,21.75,318.512929251484
20587,OH,CRAWFORD,39033,hisp,female,64.248046875,753.292333661651
20588,OH,CRAWFORD,39033,hisp,male,105.5859375,2023.21306092452
20589,OH,CRAWFORD,39033,other,female,65.1943127962085,367.339659589644
20590,OH,CRAWFORD,39033,other,male,148.758293838863,1843.86243450957
20591,OH,CRAWFORD,39033,white,female,4409.52035045799,24174.6589046423
20592,OH,CRAWFORD,39033,white,male,4059.08960573477,20613.700996044
20593,OH,CUYAHOGA,39035,asian,female,6247.0,6102.06456186703
20594,OH,CUYAHOGA,39035,asian,male,5417.0,5318.92189745513
20595,OH,CUYAHOGA,39035,black,female,88655.0,55616.0877466344
20596,OH,CUYAHOGA,39035,black,male,62603.0,46363.2580765567
20597,OH,CUYAHOGA,39035,hisp,female,11780.0,11069.4892422195
20598,OH,CUYAHOGA,39035,hisp,male,10319.0,9793.44896851904
20599,OH,CUYAHOGA,39035,other,female,3963.0,3909.12180817806
20600,OH,CUYAHOGA,39035,other,male,3248.0,3211.91049655682
20601,OH,CUYAHOGA,39035,white,female,79887.0,54407.1944886321
20602,OH,CUYAHOGA,39035,white,male,72520.0,52543.3653556889
20603,OH,DARKE,39037,asian,female,5.66379310344828,542.419918177938
20604,OH,DARKE,39037,asian,male,8.30172413793104,1165.20291161655
20605,OH,DARKE,39037,black,female,91.4722222222222,1357.67904205101
20606,OH,DARKE,39037,black,male,88.1759259259259,1262.24600278654
20607,OH,DARKE,39037,hisp,female,68.4672897196262,939.378101169438
20608,OH,DARKE,39037,hisp,male,62.2990654205607,779.475955753307
20609,OH,DARKE,39037,other,female,66.743670886076,242.435631198243
20610,OH,DARKE,39037,other,male,138.462025316456,981.689596398957
20611,OH,DARKE,39037,white,female,4910.17755116801,22573.9085040132
20612,OH,DARKE,39037,white,male,4142.14977941708,16323.547780546
20613,OH,DEFIANCE,39039,asian,female,5.09803921568627,39.6882986879016
20614,OH,DEFIANCE,39039,asian,male,24.3137254901961,866.793823555619
20615,OH,DEFIANCE,39039,black,female,38.3727272727273,104.476338199837
20616,OH,DEFIANCE,39039,black,male,109.027272727273,721.143913144175
20617,OH,DEFIANCE,39039,hisp,female,438.167924528302,3631.26451772403
20618,OH,DEFIANCE,39039,hisp,male,449.581132075472,3817.08838388755
20619,OH,DEFIANCE,39039,other,female,98.695915279879,265.644117585935
20620,OH,DEFIANCE,39039,other,male,46.375189107413,73.2674729312449
20621,OH,DEFIANCE,39039,white,female,2917.76880945517,17771.7978757074
20622,OH,DEFIANCE,39039,white,male,2446.76563851254,12621.3515706609
20623,OH,DELAWARE,39041,asian,female,716.0,693.424985688494
20624,OH,DELAWARE,39041,asian,male,744.0,719.624818353957
20625,OH,DELAWARE,39041,black,female,627.0,609.688405478004
20626,OH,DELAWARE,39041,black,male,893.0,857.884010744639
20627,OH,DELAWARE,39041,hisp,female,359.0,353.324673037122
20628,OH,DELAWARE,39041,hisp,male,337.0,331.998943150293
20629,OH,DELAWARE,39041,other,female,380.0,373.641287595227
20630,OH,DELAWARE,39041,other,male,271.0,267.765995860672
20631,OH,DELAWARE,39041,white,female,9317.0,5494.44114668193
20632,OH,DELAWARE,39041,white,male,9065.0,5446.42476551147
20633,OH,ERIE,39043,asian,female,221.232876712329,5743.94200732921
20634,OH,ERIE,39043,asian,male,21.472602739726,66.726121696254
20635,OH,ERIE,39043,black,female,1208.7331995988,6081.84079427065
20636,OH,ERIE,39043,black,male,1204.08124373119,6038.71037956477
20637,OH,ERIE,39043,hisp,female,512.315139031926,4974.55660830641
20638,OH,ERIE,39043,hisp,male,357.653964984552,2479.34077666523
20639,OH,ERIE,39043,other,female,205.046920821114,1087.64924127372
20640,OH,ERIE,39043,other,male,211.74780058651,1155.26208180208
20641,OH,ERIE,39043,white,female,6467.28536353556,37078.5521349134
20642,OH,ERIE,39043,white,male,5702.81561856487,29225.1324193646
20643,OH,FAIRFIELD,39045,asian,female,88.0,87.7202008888247
20644,OH,FAIRFIELD,39045,asian,male,143.0,142.261155472053
20645,OH,FAIRFIELD,39045,black,female,1601.0,1508.38877045923
20646,OH,FAIRFIELD,39045,black,male,1107.0,1062.72319976876
20647,OH,FAIRFIELD,39045,hisp,female,523.0,513.117100841854
20648,OH,FAIRFIELD,39045,hisp,male,205.0,203.48159121292
20649,OH,FAIRFIELD,39045,other,female,160.0,159.075044260577
20650,OH,FAIRFIELD,39045,other,male,208.0,206.436824800376
20651,OH,FAIRFIELD,39045,white,female,12685.0,6871.17534414857
20652,OH,FAIRFIELD,39045,white,male,10957.0,6619.25208657008
20653,OH,FAYETTE,39047,asian,female,15.5639097744361,302.28084563214
20654,OH,FAYETTE,39047,asian,male,10.0300751879699,126.156567238855
20655,OH,FAYETTE,39047,black,female,85.6417910447761,1539.29204437582
20656,OH,FAYETTE,39047,black,male,100.388059701493,2110.11420929913
20657,OH,FAYETTE,39047,hisp,female,110.96875,266.143020636605
20658,OH,FAYETTE,39047,hisp,male,90.5546875,185.949077592005
20659,OH,FAYETTE,39047,other,female,151.947589098533,3161.20770180585
20660,OH,FAYETTE,39047,other,male,109.331236897275,1644.42134691817
20661,OH,FAYETTE,39047,white,female,3857.5651725028,17898.6746273661
20662,OH,FAYETTE,39047,white,male,3298.50813043104,13257.7731956847
20663,OH,FRANKLIN,39049,asian,female,10976.0,10488.749983129
20664,OH,FRANKLIN,39049,asian,male,11538.0,10949.4678745377
20665,OH,FRANKLIN,39049,black,female,62838.0,48197.1168101625
20666,OH,FRANKLIN,39049,black,male,49666.0,40738.3080091469
20667,OH,FRANKLIN,39049,hisp,female,10521.0,10194.3383618516
20668,OH,FRANKLIN,39049,hisp,male,13256.0,12742.9775629034
20669,OH,FRANKLIN,39049,other,female,7197.0,7050.87896646791
20670,OH,FRANKLIN,39049,other,male,6949.0,6805.75438968763
20671,OH,FRANKLIN,39049,white,female,115756.0,78957.0130588729
20672,OH,FRANKLIN,39049,white,male,109926.0,75941.2920207988
20673,OH,FULTON,39051,asian,female,40.8920863309353,2303.29536232513
20674,OH,FULTON,39051,asian,male,42.9064748201439,2535.38455047693
20675,OH,FULTON,39051,black,female,17.7173913043478,346.684377349293
20676,OH,FULTON,39051,black,male,30.1086956521739,1000.0504000794
20677,OH,FULTON,39051,hisp,female,344.645497630332,3373.18914121814
20678,OH,FULTON,39051,hisp,male,338.054976303318,3247.92041093441
20679,OH,FULTON,39051,other,female,154.5875,936.415717852825
20680,OH,FULTON,39051,other,male,73.6625,232.628097866193
20681,OH,FULTON,39051,white,female,3140.65397772125,25779.1080338281
20682,OH,FULTON,39051,white,male,2558.99149197439,17242.2899298
20683,OH,GALLIA,39053,asian,female,0.0,450.602386286744
20684,OH,GALLIA,39053,asian,male,0.0,1549.3991554221
20685,OH,GALLIA,39053,black,female,118.809523809524,2008.64024947944
20686,OH,GALLIA,39053,black,male,105.47619047619,1585.91896648632
20687,OH,GALLIA,39053,hisp,female,125.65,2425.98055520777
20688,OH,GALLIA,39053,hisp,male,71.75,801.826510560955
20689,OH,GALLIA,39053,other,female,74.4305555555556,1487.30196857608
20690,OH,GALLIA,39053,other,male,56.5416666666667,860.460118036009
20691,OH,GALLIA,39053,white,female,2488.68421052632,23852.3162049316
20692,OH,GALLIA,39053,white,male,2454.85350127455,23214.9962668474
20693,OH,GEAUGA,39055,asian,female,73.3766233766234,2294.54215116156
20694,OH,GEAUGA,39055,asian,male,48.0519480519481,994.786006567063
20695,OH,GEAUGA,39055,black,female,208.0,13496.1309536996
20696,OH,GEAUGA,39055,black,male,96.0,2926.60777711944
20697,OH,GEAUGA,39055,hisp,female,96.0,3557.12134666946
20698,OH,GEAUGA,39055,hisp,male,97.0,3630.60359709342
20699,OH,GEAUGA,39055,other,female,44.0,2234.25510628881
20700,OH,GEAUGA,39055,other,male,106.0,12817.6251933167
20701,OH,GEAUGA,39055,white,female,4365.80754226268,7350.38980091105
20702,OH,GEAUGA,39055,white,male,3914.59037711313,6259.93515333466
20703,OH,GREENE,39057,asian,female,548.0,539.718493188462
20704,OH,GREENE,39057,asian,male,693.0,679.75613589984
20705,OH,GREENE,39057,black,female,2146.0,2018.99884176273
20706,OH,GREENE,39057,black,male,2220.0,2084.08912911588
20707,OH,GREENE,39057,hisp,female,692.0,678.794330152777
20708,OH,GREENE,39057,hisp,male,689.0,675.908581986653
20709,OH,GREENE,39057,other,female,790.0,772.789145662126
20710,OH,GREENE,39057,other,male,531.0,523.224339528984
20711,OH,GREENE,39057,white,female,14880.0,8774.03783575093
20712,OH,GREENE,39057,white,male,13073.0,8359.98557718824
20713,OH,GUERNSEY,39059,asian,female,9.66666666666667,2356.15078433566
20714,OH,GUERNSEY,39059,asian,male,1.66666666666667,70.4999242271799
20715,OH,GUERNSEY,39059,black,female,94.4028776978417,348.060909465362
20716,OH,GUERNSEY,39059,black,male,203.956834532374,1486.72795052504
20717,OH,GUERNSEY,39059,hisp,female,14.290780141844,694.446592286621
20718,OH,GUERNSEY,39059,hisp,male,2.95035460992908,29.8147489447338
20719,OH,GUERNSEY,39059,other,female,125.786561264822,3938.03938904363
20720,OH,GUERNSEY,39059,other,male,61.6837944664032,966.018283032766
20721,OH,GUERNSEY,39059,white,female,3682.99487972177,20824.7238133041
20722,OH,GUERNSEY,39059,white,male,3334.1082987151,17189.302775379
20723,OH,HAMILTON,39061,asian,female,3321.0,3250.57509556684
20724,OH,HAMILTON,39061,asian,male,3663.0,3566.56294622866
20725,OH,HAMILTON,39061,black,female,51998.0,38277.6598441169
20726,OH,HAMILTON,39061,black,male,37742.0,30657.8317212862
20727,OH,HAMILTON,39061,hisp,female,3136.0,3084.69864962838
20728,OH,HAMILTON,39061,hisp,male,4422.0,4314.82058974155
20729,OH,HAMILTON,39061,other,female,3471.0,3410.62262928236
20730,OH,HAMILTON,39061,other,male,2020.0,2000.05083450544
20731,OH,HAMILTON,39061,white,female,58073.0,41351.89803293
20732,OH,HAMILTON,39061,white,male,54562.0,40348.438041051
20733,OH,HANCOCK,39063,asian,female,132.0,3127.08993646161
20734,OH,HANCOCK,39063,asian,male,184.0,6003.6605193322
20735,OH,HANCOCK,39063,black,female,209.0,10240.1915283
20736,OH,HANCOCK,39063,black,male,222.0,11539.9012220585
20737,OH,HANCOCK,39063,hisp,female,773.603773584906,3437.55644569806
20738,OH,HANCOCK,39063,hisp,male,826.518867924528,3881.76841934692
20739,OH,HANCOCK,39063,other,female,107.39800443459,205.577720572453
20740,OH,HANCOCK,39063,other,male,180.457871396896,490.721904167279
20741,OH,HANCOCK,39063,white,female,7379.32303807304,29804.9306000151
20742,OH,HANCOCK,39063,white,male,6146.82740870241,21483.6998705655
20743,OH,HARDIN,39065,asian,female,48.8378378378378,530.957880943119
20744,OH,HARDIN,39065,asian,male,80.1081081081081,1410.54392517702
20745,OH,HARDIN,39065,black,female,20.5531914893617,238.246312643766
20746,OH,HARDIN,39065,black,male,57.9063829787234,1872.31767650117
20747,OH,HARDIN,39065,hisp,female,32.3152709359606,380.380779211166
20748,OH,HARDIN,39065,hisp,male,41.2019704433498,616.068069639887
20749,OH,HARDIN,39065,other,female,54.3421052631579,2533.35244051149
20750,OH,HARDIN,39065,other,male,22.8947368421053,451.413386421879
20751,OH,HARDIN,39065,white,female,2655.44661968155,22122.4899195315
20752,OH,HARDIN,39065,white,male,2371.73818846254,17715.7577035065
20753,OH,HARRISON,39067,asian,female,0.0,1275.42734143437
20754,OH,HARRISON,39067,asian,male,0.0,1309.21203382347
20755,OH,HARRISON,39067,black,female,14.8878504672897,210.419407301588
20756,OH,HARRISON,39067,black,male,28.5140186915888,769.665092731094
20757,OH,HARRISON,39067,hisp,female,21.9948320413437,427.619538069718
20758,OH,HARRISON,39067,hisp,male,25.9638242894057,595.679098544525
20759,OH,HARRISON,39067,other,female,8.41463414634146,181.488409602174
20760,OH,HARRISON,39067,other,male,4.45121951219512,50.9129560339476
20761,OH,HARRISON,39067,white,female,1063.92691796009,6468.43676484935
20762,OH,HARRISON,39067,white,male,899.330199556541,4636.10866345446
20763,OH,HENRY,39069,asian,female,2.80392156862745,40.0804899147431
20764,OH,HENRY,39069,asian,male,13.3725490196078,900.781774436189
20765,OH,HENRY,39069,black,female,10.8818181818182,137.069867753345
20766,OH,HENRY,39069,black,male,30.9181818181818,1096.70644818599
20767,OH,HENRY,39069,hisp,female,235.744339622642,1490.35986164837
20768,OH,HENRY,39069,hisp,male,241.884905660377,1567.32940756758
20769,OH,HENRY,39069,other,female,36.6656580937973,124.089496952275
20770,OH,HENRY,39069,other,male,17.2284417549168,29.4146250938676
20771,OH,HENRY,39069,white,female,1703.3702315749,9694.68178000922
20772,OH,HENRY,39069,white,male,1428.40232535793,6859.66148329502
20773,OH,HIGHLAND,39071,asian,female,60.3243243243243,12962.9242686732
20774,OH,HIGHLAND,39071,asian,male,21.7837837837838,1702.04186716248
20775,OH,HIGHLAND,39071,black,female,86.5244299674267,619.431571291711
20776,OH,HIGHLAND,39071,black,male,115.475570032573,1090.59464098012
20777,OH,HIGHLAND,39071,hisp,female,41.0540540540541,820.692837849808
